Total_Stops,Price,journey_month,journey_day,dep_hour,dep_mins,arr_hour,arr_mins,dur_hours,dur_minutes,dur_total,air_Air India,air_Business Class Flights,air_GoAir,air_IndiGo,air_Jet Airways,air_Multiple carriers,air_Premium Economy flights,air_SpiceJet,air_Vistara,src_Chennai,src_Delhi,src_Kolkata,src_Mumbai,dest_Cochin,dest_Delhi,dest_Hyderabad,dest_Kolkata,dest_New Delhi
0,5198,5,18,11,10,14,5,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,9254,3,27,5,25,4,25,23,0,1380,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14388,5,18,14,5,10,5,20,0,1200,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8137,5,6,7,10,9,5,25,55,1555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,13591,5,9,20,15,19,15,23,0,1380,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8479,5,12,11,35,18,50,7,15,435,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,10844,5,15,18,55,18,15,23,20,1400,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10203,6,12,17,30,20,25,26,55,1615,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6938,6,12,14,20,22,30,8,10,490,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9646,6,15,9,45,22,30,12,45,765,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,6593,6,1,16,0,21,0,5,0,300,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,9125,3,1,7,5,9,20,2,15,135,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,7670,5,15,15,15,1,30,10,15,615,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,15894,6,6,14,30,23,15,8,45,525,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5608,5,15,10,20,17,35,7,15,435,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5842,5,21,7,25,13,20,5,55,355,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,4466,3,27,8,45,13,15,4,30,270,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,3597,6,24,13,15,15,35,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,13555,3,18,11,40,23,0,11,20,680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10979,6,3,10,0,19,15,9,15,555,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,15129,5,18,5,30,19,0,13,30,810,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5674,3,21,14,10,17,10,3,0,180,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5613,4,27,9,45,12,35,2,50,170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,5725,3,24,22,20,0,40,2,20,140,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,10067,3,9,16,55,19,45,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4885,4,12,9,30,12,20,2,50,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,7690,6,9,6,5,9,25,27,20,1640,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8258,3,3,20,30,1,35,5,5,305,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7408,6,12,7,0,21,0,14,0,840,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,10844,5,24,8,25,20,45,12,20,740,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,8728,3,21,16,10,18,50,26,40,1600,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5894,6,24,11,25,21,0,9,35,575,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4435,3,12,20,45,23,20,2,35,155,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4050,5,21,2,55,4,20,1,25,85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4174,4,15,22,15,0,50,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5957,3,27,9,45,9,25,23,40,1420,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12692,6,9,17,0,21,5,28,5,1685,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7303,3,24,16,55,19,45,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6117,5,1,19,0,11,5,16,5,965,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6015,5,12,5,35,8,50,3,15,195,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11642,6,9,9,25,5,35,20,10,1210,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7564,5,18,6,40,19,15,12,35,755,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4823,4,24,16,55,19,55,3,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6442,6,27,5,5,16,10,11,5,665,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6327,6,9,19,0,11,5,16,5,965,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7416,3,27,9,45,8,15,22,30,1350,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,14588,5,27,7,10,7,40,24,30,1470,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7198,6,12,10,0,1,30,15,30,930,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,8669,6,27,7,0,19,15,12,15,735,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6093,6,9,6,40,21,0,14,20,860,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,15107,5,9,14,30,12,30,22,0,1320,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8372,5,18,9,0,7,40,22,40,1360,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7064,4,1,8,25,22,35,14,10,850,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12732,3,24,7,10,22,55,15,45,945,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3597,6,27,17,45,20,5,2,20,140,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,7303,3,24,8,30,11,30,3,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10991,6,6,5,50,20,25,14,35,875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10321,3,9,10,30,11,20,24,50,1490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3943,6,6,13,0,15,50,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5636,5,21,7,15,12,30,5,15,315,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,4268,4,9,15,15,20,5,4,50,290,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13014,6,9,5,30,19,0,13,30,810,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13727,5,9,9,0,21,0,12,0,720,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4174,4,9,15,15,17,45,2,30,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,10493,3,27,12,0,19,15,7,15,435,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6794,5,21,10,35,21,0,10,25,625,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7228,5,12,21,0,2,15,5,15,315,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,26890,3,1,7,0,18,25,11,25,685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7038,6,1,7,10,16,10,9,0,540,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,7064,4,1,6,30,8,15,25,45,1545,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10031,3,24,21,10,23,25,26,15,1575,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9663,5,6,20,0,4,40,8,40,520,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4483,5,1,23,55,2,45,2,50,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5769,6,3,8,20,11,20,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4804,4,24,15,15,17,45,2,30,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4145,5,15,20,45,23,20,2,35,155,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4880,5,18,20,45,23,20,2,35,155,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3543,6,6,9,45,12,0,2,15,135,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,27992,3,1,8,55,21,20,12,25,745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7191,5,9,7,30,21,0,13,30,810,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5403,4,1,7,0,9,40,2,40,160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,15812,6,9,11,40,19,0,7,20,440,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4544,4,9,19,50,22,50,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,11410,6,3,16,45,22,25,5,40,340,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4332,5,3,11,35,14,0,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4544,4,15,17,45,20,45,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4226,5,24,6,20,10,20,4,0,240,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4145,6,3,20,45,23,20,2,35,155,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14848,6,27,10,0,19,15,9,15,555,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3419,4,3,0,30,3,25,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,7229,3,24,18,55,21,55,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5830,6,3,8,45,13,15,4,30,270,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,10972,3,18,14,5,7,40,17,35,1055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14231,3,24,18,55,8,10,13,15,795,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10844,6,9,18,55,19,50,24,55,1495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11468,5,12,11,15,18,30,7,15,435,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,4409,5,18,22,50,1,20,2,30,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13376,6,27,14,35,12,35,22,0,1320,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4077,6,21,23,30,2,20,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13067,5,9,9,35,21,5,11,30,690,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4823,6,6,7,10,10,5,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14817,3,9,6,50,19,15,12,25,745,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4326,3,24,7,55,10,15,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,15603,3,3,7,0,21,0,14,0,840,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,13885,3,24,16,45,23,15,30,30,1830,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,17261,3,6,11,40,9,0,21,20,1280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,15629,6,9,11,35,21,0,9,25,565,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,6117,5,6,9,10,4,40,19,30,1170,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,12819,6,24,23,5,4,25,29,20,1760,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13377,5,27,18,15,1,30,7,15,435,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,26890,3,1,7,0,15,15,8,15,495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3419,5,15,0,30,3,25,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,14960,5,15,9,50,23,15,13,25,805,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,11185,3,3,19,30,20,45,1,15,75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,8372,5,27,19,0,19,15,24,15,1455,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,6,2,15,12,35,10,20,620,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11542,6,12,16,50,13,45,20,55,1255,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4649,4,3,15,5,20,20,5,15,315,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,5678,3,9,19,40,21,10,1,30,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3971,6,1,9,30,12,20,2,50,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,7878,6,3,7,10,16,10,9,0,540,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,13014,6,27,5,30,19,0,13,30,810,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4423,5,1,6,5,8,50,2,45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10262,6,1,14,0,4,25,14,25,865,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4668,5,27,9,45,12,35,2,50,170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,10844,5,21,21,10,18,15,21,5,1265,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,10368,6,24,9,40,4,25,18,45,1125,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4591,4,21,10,10,13,0,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7191,5,6,18,35,1,30,6,55,415,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9794,5,18,6,0,12,35,6,35,395,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,6,1,4,0,6,50,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13626,6,12,6,30,12,0,5,30,330,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9663,5,12,20,0,9,20,13,20,800,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6093,6,15,7,10,16,10,9,0,540,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,11717,3,12,21,25,7,40,10,15,615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14781,5,18,20,0,9,20,13,20,800,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,5,3,6,0,8,45,2,45,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3898,6,1,20,55,23,40,2,45,165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14714,6,3,22,50,12,35,13,45,825,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7005,5,27,11,40,21,0,9,20,560,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3597,6,15,14,45,17,5,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4413,3,18,6,55,9,35,2,40,160,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,15353,3,6,10,20,19,15,8,55,535,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,5,1,10,10,13,0,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6297,3,15,13,20,15,35,2,15,135,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,6144,3,9,20,0,22,55,2,55,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,12257,5,21,18,45,19,15,24,30,1470,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,15129,5,21,13,25,12,35,23,10,1390,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,10368,6,24,5,30,4,25,22,55,1375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13029,5,9,9,40,19,0,9,20,560,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,9416,6,6,12,0,11,10,23,10,1390,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6934,6,3,18,5,21,10,3,5,185,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11467,5,21,20,25,14,25,18,0,1080,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6795,6,3,15,15,1,30,10,15,615,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,5198,3,27,15,20,17,55,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14053,3,9,17,25,18,50,25,25,1525,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7927,4,1,7,10,23,25,16,15,975,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,4462,3,18,10,10,12,55,2,45,165,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5048,4,27,7,45,10,40,2,55,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10844,5,24,20,0,23,35,27,35,1655,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,15411,3,3,8,55,18,50,9,55,595,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,4462,3,18,17,15,19,55,2,40,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5678,3,27,15,50,17,20,1,30,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,15764,3,6,9,55,4,25,18,30,1110,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,17024,3,6,22,20,19,45,21,25,1285,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3100,6,18,6,20,7,40,1,20,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,7229,5,1,18,55,22,0,3,5,185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4804,4,24,14,25,16,55,2,30,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5769,6,24,8,20,11,20,3,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4384,3,18,19,35,22,5,2,30,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6587,6,27,5,15,6,50,25,35,1535,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7832,3,21,5,45,19,10,13,25,805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,7082,3,15,11,40,13,55,2,15,135,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,6300,3,15,8,20,10,35,2,15,135,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,14571,6,6,8,25,16,20,7,55,475,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3943,6,27,13,0,15,50,2,50,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6878,5,21,14,55,0,55,10,0,600,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,1965,4,1,5,45,7,15,1,30,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,9187,5,21,17,0,10,45,17,45,1065,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,4441,3,24,21,10,23,55,2,45,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10067,3,1,8,30,11,30,3,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5054,6,27,20,25,1,30,5,5,305,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7005,6,6,6,0,21,0,15,0,900,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,12121,5,15,9,35,21,5,11,30,690,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5912,5,27,15,10,20,0,4,50,290,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5192,4,1,7,35,19,25,11,50,710,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3597,6,9,13,15,15,35,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,8016,3,9,18,20,21,0,2,40,160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2050,3,15,15,0,16,25,1,25,85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4839,3,21,9,35,12,30,2,55,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4049,5,27,6,25,7,55,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,6216,6,18,6,0,9,10,3,10,190,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,3841,6,21,22,20,0,40,2,20,140,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3815,3,15,6,55,9,35,2,40,160,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,5176,4,3,17,0,19,45,2,45,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2017,5,9,22,45,0,15,1,30,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,9187,5,9,7,10,9,5,25,55,1555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,11598,3,9,9,50,12,35,2,45,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,13014,6,1,19,30,12,35,17,5,1025,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,6,1,19,15,12,35,17,20,1040,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2,9916,4,9,20,15,19,15,23,0,1380,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14231,3,24,16,55,12,0,19,5,1145,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,6,15,11,10,14,5,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6316,3,27,17,10,1,35,8,25,505,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4384,3,9,10,20,12,55,2,35,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,13381,6,12,16,55,19,15,26,20,1580,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4332,5,12,11,35,14,0,2,25,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,8907,6,15,13,30,23,0,9,30,570,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4804,6,12,4,40,7,15,2,35,155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,15407,3,6,7,0,7,40,24,40,1480,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12898,5,27,10,0,4,25,18,25,1105,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6883,3,27,13,0,21,0,8,0,480,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3543,5,3,17,45,20,5,2,20,140,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,4284,5,6,1,30,4,15,2,45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2437,5,3,21,20,22,50,1,30,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4174,4,18,22,20,0,40,2,20,140,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,14781,5,21,20,0,12,0,16,0,960,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,14960,5,21,16,45,8,55,16,10,970,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5769,6,27,11,10,14,5,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4812,4,24,8,45,13,15,4,30,270,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,9345,5,18,7,10,23,25,16,15,975,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,4864,5,15,7,10,12,40,5,30,330,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7295,3,6,19,35,21,55,2,20,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,10231,6,12,22,0,19,15,21,15,1275,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14714,6,1,14,0,19,0,5,0,300,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12032,3,27,19,15,19,45,24,30,1470,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4544,4,15,15,15,18,10,2,55,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10844,5,15,6,30,18,15,11,45,705,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12476,3,3,6,40,12,35,5,55,355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,11087,3,12,20,35,23,0,26,25,1585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10703,6,6,5,15,19,15,38,0,2280,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6734,5,9,8,35,22,30,13,55,835,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
